,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
7262,569718205524127745,positive,1.0,,,Delta,,cwolicki,,0,@JetBlue thank you for getting me home. And despite all odds I have reunited with my delinquent Southwest luggage. Now homeward,,2015-02-22 20:39:39 -0800,Boston,Eastern Time (US & Canada)
4864,569674930842775552,positive,1.0,,,Southwest,,briandotcom,,0,@SouthwestAir I changed my flight through St. Louis. Thanks for the reply though!,,2015-02-22 17:47:42 -0800,UTSA '13,Central Time (US & Canada)
9145,570119853312311296,positive,1.0,,,US Airways,,GrahamHaigh,,0,"@usairways great crew for flight 504 PHX to YVR tonight! Friendly, efficient. Awesome job.",,2015-02-23 23:15:40 -0800,"Vancouver, Canada",Pacific Time (US & Canada)
4523,570068976778153984,positive,0.6744,,0.0,Southwest,,ShomanWright,,0,@SouthwestAir The Fact That U See Black History Month 12 Months A Year Is Honorable! We WILL BE An Economic Base For Corp. Like U In Future!,,2015-02-23 19:53:30 -0800,Tennessee,
4609,569981679806365697,positive,0.6413,,,Southwest,,NikkiDan96,,0,@SouthwestAir thank you!,,2015-02-23 14:06:36 -0800,,
8253,568554719934844928,positive,1.0,,,Delta,,MsBooya,,0,"@JetBlue but thank you! Love, an anxious flyer.",,2015-02-19 15:36:23 -0800,,
6374,567907070269198337,positive,1.0,,,Southwest,,walnut_head,,0,@SouthwestAir A wonderfully nice agent in Austin helped us out. Wish I remembered her name to give proper kudos.,,2015-02-17 20:42:51 -0800,"Spokane, WA",
8243,568561033641480192,positive,1.0,,,Delta,,TheSnortherner,,0,@JetBlue excellent. you guys are the best,,2015-02-19 16:01:28 -0800,NYC,Eastern Time (US & Canada)
9395,569952376473300992,positive,1.0,,,US Airways,,EmmaJLogue,,0,@USAirways made it! Just! Huge relief - thanks for your help!,,2015-02-23 12:10:10 -0800,,Eastern Time (US & Canada)
3998,567883674462588929,positive,1.0,,,United,,JCVersi,,0,@united Got me home amid snow &amp; Cancelled Flightlations; delivered bag w/o hassle; plus no wait on phone &amp; an upgrade. Thank you!,,2015-02-17 19:09:53 -0800,Washington DC,London
12386,570206562855329793,positive,1.0,,,American,,vicmeister,,0,@AmericanAir fantastic thanks! Will try and tweet a photo of the view :),,2015-02-24 05:00:13 -0800,Glasgow via Cork,Dublin
463,567828603976597504,positive,0.6858,,0.0,Virgin America,,myvortex,,0,"@VirginAmerica another perfect flight.   How come on your planes,  the sun visors can stay down?  Other carriers make you raise them?",,2015-02-17 15:31:03 -0800,could be anywhere,
1415,569725892324253696,positive,0.6703,,0.0,United,,sdpurv,,0,@united Worked like a charm. Bag was waiting on the carousel when we got to baggage claim. #welldone #goodflight #friendlysky,,2015-02-22 21:10:12 -0800,Canada,Mountain Time (US & Canada)
10450,569289836995190784,positive,0.7065,,,US Airways,,awitsportsfreak,,0,"@USAirways #ShoutOut 2 Kristie(sp?) from Gate4 @ PVD today. She's a #RockStar, was a tremendous help in a tough situation. #PromoteThatGirl","[41.72221977, -71.44574004]",2015-02-21 16:17:28 -0800,"Wisconsin, Arizona and...",Pacific Time (US & Canada)
7438,569605593159352322,positive,1.0,,,Delta,,BASRMNN,,0,@JetBlue thanks. We are ticketed on stand by for flight 1970. I hope we make it out. Fingers crossed,,2015-02-22 13:12:10 -0800,,
13342,569885201293307905,positive,1.0,,,American,,LCarrano18,,0,@AmericanAir awesome flight this morning on AA3230! Awesome crew and even landed early!,,2015-02-23 07:43:14 -0800,,Eastern Time (US & Canada)
3182,568611364803096577,positive,1.0,,,United,,mosesfreund,,0,@united sent you my confirmation via DM. Thank you very much,,2015-02-19 19:21:28 -0800,,
13138,569931787398303744,positive,1.0,,,American,,pornobobbie,,0,@AmericanAir THANK YOU FOR ALL THE HELP!  :P You guys are the best.  #americanairlines #americanair,,2015-02-23 10:48:21 -0800,"ÜT: 37.77581,-122.419796",Pacific Time (US & Canada)
6525,567801645795643393,positive,1.0,,,Southwest,,EAdamshick,,0,@SouthwestAir Amazing customer service as well. Will definitely fly with you guys again if my instrument is involved. #10/10,,2015-02-17 13:43:56 -0800,,
12303,570239463089000449,positive,1.0,,,American,,georgetietjen,,0,@AmericanAir Thanks guys got some sleep. Hang in there DFW with bad weather.,,2015-02-24 07:10:57 -0800,,
4041,567854782678982656,positive,1.0,,,United,,cbailey52,,0,"@United Bringing your ""A"" game with premium cabin dining. Nice! https://t.co/zgOQoxjBQY",,2015-02-17 17:15:05 -0800,Pittsburgh,Eastern Time (US & Canada)
308,568802396907835393,positive,0.6658,,,Virgin America,,AdamSinger,,0,@VirginAmerica happy to spend the day together. Let's do this!,,2015-02-20 08:00:33 -0800,"San Francisco, CA",Central Time (US & Canada)
8285,568531076915662848,positive,1.0,,,Delta,,SaraNettesheim,,0,@JetBlue thanks for your help! #jetbluesofly,,2015-02-19 14:02:26 -0800,Boston College,
412,568146157534367744,positive,1.0,,,Virgin America,,wmrrock,,0,@VirginAmerica got it. All set - Thanks!,"[0.0, 0.0]",2015-02-18 12:32:54 -0800,CT,Eastern Time (US & Canada)
709,570160277934747648,positive,1.0,,,United,,PhilFromChico,,0,@united Thank you for the cheese platter and abundance of entertainment options. Time just flew by.,,2015-02-24 01:56:17 -0800,"New York City, NY",Pacific Time (US & Canada)
5881,568523051853197312,positive,1.0,,,Southwest,,DreSparkles,,0,@SouthwestAir @DreSparkles Thank you! I finally made it to my destination,"[34.0658388, -117.5711653]",2015-02-19 13:30:32 -0800,"Gridley, CA. ",Pacific Time (US & Canada)
8838,567807693534031872,positive,1.0,,,Delta,,vincenzolandino,,0,@JetBlue we don't need anybody else!,,2015-02-17 14:07:58 -0800,NYC | CT,Eastern Time (US & Canada)
281,568874645564362752,positive,1.0,,,Virgin America,,AcronymBex,,0,@VirginAmerica Thank you!!,,2015-02-20 12:47:39 -0800,"NY, NY",Eastern Time (US & Canada)
4707,569912094272782337,positive,1.0,,,Southwest,,d_aghassi,,0,@SouthwestAir  thanks for adding passbook ability! Hopefully we can do group passbook tickets in the future somehow.,,2015-02-23 09:30:06 -0800,,Eastern Time (US & Canada)
6618,567754504817606656,positive,1.0,,,Southwest,,Masterpeacefull,,0,@SouthwestAir no worries. You're doing the best u can. Already Cancelled Flighted my biz trip. Still $LUV you! -RR 1079871763,,2015-02-17 10:36:36 -0800,,Central Time (US & Canada)
5934,568476518852247552,positive,1.0,,,Southwest,,MinderJoan,,0,@SouthwestAir Scott is the best!!! Thank yo from the bottom of my heart💕#DestinationDragons with friends in LA @HayleyMad see u Friday,,2015-02-19 10:25:38 -0800,,Eastern Time (US & Canada)
5729,568772912557133824,positive,1.0,,,Southwest,,chuckgose,,0,@SouthwestAir Received awesome phone help from Jim today. Helped me switch around flights booked with points.,,2015-02-20 06:03:24 -0800,"Indianapolis, IN",Indiana (East)
12113,570284862122233856,positive,0.6812,,0.0,American,,pokecrastinator,,0,@AmericanAir Aww cool! It's nice to know they are still up above my head then. One of my faves.,,2015-02-24 10:11:21 -0800,United States,Mountain Time (US & Canada)
8392,568427870055305216,positive,1.0,,,Delta,,AliBessette,,0,@JetBlue thank you will do!! You guy are awesome!,,2015-02-19 07:12:19 -0800,,Quito
429,568095440517754881,positive,0.6655,,,Virgin America,,chrisdpatton,,0,"@VirginAmerica , am I dreaming? Did you really just open up a route between Dallas and Austin?! And does this mean Houston might be next?",,2015-02-18 09:11:22 -0800,"Annapolis, Maryland",
11544,568029682626650112,positive,1.0,,,US Airways,,BobMargolis,,0,@USAirways You all work hard at making sure things flow smoothly. Keeping positive.,,2015-02-18 04:50:04 -0800,On a mountain in Eastern PA,Eastern Time (US & Canada)
13313,569891440135794688,positive,1.0,,,American,,heatherjpitcher,,0,@AmericanAir Thank You! CC: @packermama1,,2015-02-23 08:08:02 -0800,,Quito
4886,569668677731274752,positive,0.6559,,,Southwest,,MrDockery_,,0,@SouthwestAir I (heart) my CP status. Sure would be nice to have though.,,2015-02-22 17:22:51 -0800,,Central Time (US & Canada)
7705,569330782537437184,positive,1.0,,,Delta,,MitFein,,0,@JetBlue thanks for bringing my son home to me.,,2015-02-21 19:00:10 -0800,"Sands Point, NY",Mid-Atlantic
2700,568950850615316480,positive,0.6566,,,United,,paigeworthy,,0,"@united I may not hit any new status this year, but I’ve flown several times this year and have tried to book with y’all every time!","[0.0, 0.0]",2015-02-20 17:50:28 -0800,Chicago,Central Time (US & Canada)
6279,568084881303072770,positive,0.3543,,0.0,Southwest,,thirty_lives,,0,@SouthwestAir @love_dragonss holy fuckinf shit,,2015-02-18 08:29:24 -0800,ʞᴚoʎ   ʍǝu,Eastern Time (US & Canada)
5783,568607454893727744,positive,0.6252,,,Southwest,,CalbynSevilla,,0,@SouthwestAir would be cool if the best airlines company hooked me up with @Imaginedragons tickets for Vegas ;),,2015-02-19 19:05:56 -0800,,
5476,568957488021827585,positive,1.0,,,Southwest,,John_Driver,,0,"@SouthwestAir Thanks so much. Appreciate your kindness in adjusting our reservation. Even during snowstorms, I still prefer Southwest. 👍",,2015-02-20 18:16:50 -0800,"iPhone: 35.300907,-85.900749",Central Time (US & Canada)
8121,568766295761682432,positive,1.0,,,Delta,,m1ss_DefJam,,0,@JetBlue haha no need to apologize 😁 I'll be Flight Booking Problems sooner than Late Flightr. I love JetBlue,,2015-02-20 05:37:06 -0800,Orlando - ΜΣΥ,Eastern Time (US & Canada)
5451,568998369353297921,positive,1.0,,,Southwest,,dragons_arelife,,0,@SouthwestAir Hey sourhwest can you send me to Atlanta to see @Imaginedragons ? I will fly southwest forever. U guys are the best airline!,,2015-02-20 20:59:17 -0800,City of Angels,Pacific Time (US & Canada)
379,568434482270707712,positive,1.0,,,Virgin America,,heatherbeckel,,0,@VirginAmerica Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp; yr website is BEST transactional site EVER,,2015-02-19 07:38:36 -0800,ATX,Central Time (US & Canada)
10779,568882629409411072,positive,1.0,,,US Airways,,walkerwj,,0,@USAirways Yes thank you. Appreciate u checking...,,2015-02-20 13:19:22 -0800,"ÜT: 38.955822,-94.728202",Central Time (US & Canada)
6545,567785122708332546,positive,1.0,,,Southwest,,ashliewhite,,0,@SouthwestAir JH thank you. I finally got through the second time.,"[35.99558298, -78.89974547]",2015-02-17 12:38:16 -0800,"Durham, NC",Eastern Time (US & Canada)
13718,569737333827887105,positive,1.0,,,American,,MHS80,,0,"@AmericanAir - Whoooo Hooooo just crossed 25,367!!! At my current pace I should reach 152,202 for the year.",,2015-02-22 21:55:40 -0800,,Central Time (US & Canada)
4461,570238577683996672,positive,1.0,,,Southwest,,DelaneySchenk,,0,"@SouthwestAir is the best airline hands down. Amazing customer service, bags free and affordable flights. #happycamper",,2015-02-24 07:07:26 -0800,,Central Time (US & Canada)
2789,568899516872568832,positive,1.0,,,United,,__ciberpepe,,0,@united : thanks! i will catch my conection! :),,2015-02-20 14:26:29 -0800,,
9524,569892553690124288,positive,1.0,,,US Airways,,AraeB,,0,@USAirways DOMINICK L. at La Guardia airport NYC gives the absolute best customer service! Thanku! Checking in made easy!,,2015-02-23 08:12:27 -0800,east coast,
3393,568468959663489025,positive,1.0,,,United,,NoviceFlyer,,0,@United  great way to start my vacation with an on time departure! Looking forward to my global first class suite!,,2015-02-19 09:55:36 -0800,"Tulsa, OK",Central Time (US & Canada)
9775,569671624921915392,positive,1.0,,,US Airways,,sleenieto,,0,@USAirways it's not often that an airline is so easy to work with. I needed to change my flight time and the attendants at MKE made my day!,,2015-02-22 17:34:34 -0800,Tampa,Eastern Time (US & Canada)
2913,568832749093687296,positive,1.0,,,United,,Mammothchowder,,0,@united I think this is the best first class I have ever gotten!!  Denver to LAX and it's wonderful!!!,,2015-02-20 10:01:10 -0800,Mammoth Lakes ,
1212,569885015615664129,positive,0.6576,,,United,,e_russell,,0,@united Thanks!,,2015-02-23 07:42:30 -0800,Frequently DC/NYC/San Diego,Eastern Time (US & Canada)
11074,568534114527113216,positive,0.669,,,US Airways,,haskinsmindy,,0,"@USAirways yes, it's a domestic flight. Thank you!",,2015-02-19 14:14:30 -0800,"Phoenix, AZ, USA",Pacific Time (US & Canada)
6682,567735489688395776,positive,1.0,,,Southwest,,chaseagiles,,0,@SouthwestAir Great job with the Passbook integration! It’ll really help streamline the commute to San Fran! 😊☕📲✈,"[0.0, 0.0]",2015-02-17 09:21:03 -0800,"Midvale, UT",Mountain Time (US & Canada)
3730,568165907975053312,positive,1.0,,,United,,kklausser,,0,"@united Just did, thanks for checking! :)",,2015-02-18 13:51:23 -0800,"Jacksonville, FL",Eastern Time (US & Canada)
1765,569596089625661440,positive,1.0,,,United,,MaryStinchfield,,0,@united great flight into PVD. Smallest plane I have ever been on and smoothest landing ever!,,2015-02-22 12:34:25 -0800,Massachusetts  ,
4668,569950112631296002,positive,0.6759999999999999,,,Southwest,,grace_mcastro,,0,@SouthwestAir I'll stick with flying for free any where that Southwest goes; my son works for this wonderful company and Moms fly free.,,2015-02-23 12:01:10 -0800,,
3332,568520126095441920,positive,0.6806,,,United,,NoviceFlyer,,0,@United  my home for the next 8.5 hrs. 777 GFC! :) http://t.co/MKpoGNntYC,,2015-02-19 13:18:55 -0800,"Tulsa, OK",Central Time (US & Canada)
3137,568647206695120896,positive,1.0,,,United,,clkc86,,0,@united  Great customer service again. Thanks!,,2015-02-19 21:43:53 -0800,,
5149,569306524155310080,positive,0.6768,,0.0,Southwest,,kolak_jason,,0,"@SouthwestAir @TMadCLE Flying with you in April, first time on southwest. Can't wait!!! Flew American airlines last time. Was meh.",,2015-02-21 17:23:47 -0800,,Atlantic Time (Canada)
111,569873665640292353,positive,0.6806,,,Virgin America,,flyfromNYC,,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare",,2015-02-23 06:57:24 -0800,"New York City, NY",Central Time (US & Canada)
4863,569675004482351104,positive,0.6667,,,Southwest,,rzif,,0,@SouthwestAir yes please,,2015-02-22 17:47:59 -0800,,Central Time (US & Canada)
1344,569807000927920128,positive,1.0,,,United,,Bridget__Walsh,,0,"@united hi JP, with the help of an awesome TSA representative, I was able to get it all taken care of. Thank you!",,2015-02-23 02:32:30 -0800,"Cleveland, Ohio",Atlantic Time (Canada)
14,570285904809598977,positive,1.0,,,Virgin America,,sjespers,,0,@VirginAmerica Thanks!,,2015-02-24 10:15:29 -0800,"San Francisco, CA",Pacific Time (US & Canada)
5956,568460539602608128,positive,1.0,,,Southwest,,dwitb,,0,"@SouthwestAir great news for @PortColumbusCMH today. Finally, Columbus' top unserved market will have flights.",,2015-02-19 09:22:08 -0800,United States,
8082,568805624164851712,positive,1.0,,,Delta,,matthewhirsch,,0,@JetBlue Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,,2015-02-20 08:13:23 -0800,"Hoboken, NJ",Eastern Time (US & Canada)
7173,569921467552567296,positive,0.6592,,,Delta,,CyntheaH,,0,@JetBlue you bet:),,2015-02-23 10:07:21 -0800,"Burlington, Vermont",Eastern Time (US & Canada)
6605,567760872739975168,positive,0.6525,,0.0,Southwest,,mrs_laurelanne,,0,"@SouthwestAir thanks, got put on the am flight tomorrow.  Don't have much faith it'll get off the ground tomorrow though.",,2015-02-17 11:01:55 -0800,,
4640,569969877286461440,positive,0.6912,,0.0,Southwest,,levijunkert,,0,@southwestair #netneutrality Nice to see you prioritize Internet traffic to your own streaming service over other web sites!,,2015-02-23 13:19:42 -0800,"San Francisco, CA",Mountain Time (US & Canada)
11714,567802378041450496,positive,1.0,,,US Airways,,Logunov_Daniil,,0,@USAirways YOU ARE THE BEST AIRWAYS! Follow me please!!!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,,2015-02-17 13:46:50 -0800,"Russia, Россия",Abu Dhabi
5951,568464798926524417,positive,1.0,,,Southwest,,kavemankan94,,0,@SouthwestAir is the best airline out there no one is better than them #OneLove #Southwest #bestairline,,2015-02-19 09:39:04 -0800,,Alaska
11691,567812687893262336,positive,0.6404,,,US Airways,,TGRunningLady,,0,"@USAirways Frustrating days!No flights home, changed airlines. Thank you PHL USAirway employees &amp; @united for help getting me back to IAH.",,2015-02-17 14:27:48 -0800,,
699,570175238815657984,positive,0.7141,,0.0,United,,SaipanBrad,,0,@united Every United flight between Saipan and Guam is an adventure! You never know when @CapeAir's old plane will be operational :),,2015-02-24 02:55:44 -0800,"Saipan, MP",Guam
1736,569610824647626752,positive,0.6735,,,United,,screamingbrat,,0,"@united Thx, just DM'd. Conf #'s MQXC64 &amp; MPWNC2. Any help appreciated",,2015-02-22 13:32:58 -0800,"new york, baby",Eastern Time (US & Canada)
2551,569088814184079361,positive,0.6696,,0.0,United,,ryaneaster,,0,@united stellar customer service. You have earned my business by your attention to detail.,"[41.9808176, -87.9063373]",2015-02-21 02:58:41 -0800,Chicago,Central Time (US & Canada)
40,570033593394667521,positive,0.6639,,,Virgin America,,jamesferrandini,,0,"@VirginAmerica View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains! http://t.co/Dw5nf0ibtr",,2015-02-23 17:32:54 -0800,,
1448,569715563385085952,positive,1.0,,,United,,CDNTravelGuy,,0,@united will do. Thanks for the help. Cheers,,2015-02-22 20:29:09 -0800,Toronto Area,Eastern Time (US & Canada)
